Country,Year,Homicide Rate,Total Emissions,Coal,Oil,Gas,Cement,Flaring,Emissions Per Capita,GDP per capita,Population,Energy Consumption Coal,Energy Consumption Gas,Energy Consumption Oil,Energy Consumption Other,Energy Consumption Total,Energy Production Coal,Energy Production Gas,Energy Production Oil,Energy Production Other,Energy Production Total,Homicide per capita,Homicide per emissions,GDP,Energy Production to Consumption
Afghanistan,2000,1.12,1.047128,0.003664,0.78776,0.223504,0.010216,0.021984,0.053581,0.0,19542982.0,2.0833993199919235e-05,0.00850420515,0.0081291107099999,0.003523912,0.0201780618531999,1.9792293568357757e-05,0.00850420515,0.0,0.003182712,0.0117067094435683,0.005730957537595849,1.0695922561520654,0.0,0.5801701634546141
Afghanistan,2001,1.15,1.069098,0.069616,0.762112,0.208848,0.006538,0.021984,0.0543,0.0,19688632.0,0.00054168457921,0.00184874025,0.00803703163,0.005487034,0.01591449045921,0.0005146003509888,0.00184874025,0.0,0.005145834,0.0075091746009888,0.0058409339968363465,1.0756731375421147,0.0,0.47184511626277714
Afghanistan,2002,1.27,1.340995,0.055109,0.727438,0.547416,0.011033,0.0,0.063856,183.5327752,21000256.0,0.0004375144242073,0.00184874025,0.0068360389099999,0.005987215,0.0151095085842073,0.0004156387035941,0.00184874025,0.0,0.005646015,0.0079103939535941,0.0060475453251617505,0.9470579681505151,3854235263.5904512,0.5235374737377078
Afghanistan,2003,1.37,1.559602,0.091813,0.991575,0.466408,0.009807,0.0,0.068871,200.4625667,22645130.0,0.0007291907070123,0.0007394961,0.0095806427,0.00671995,0.0177692795070123,0.0006927311726569,0.0007394961,0.0,0.00637875,0.0078109772726569,0.006049865909358878,0.8784292402805333,4539500883.055171,0.4395776018703769
Afghanistan,2004,1.4,1.237247,0.0916,0.908672,0.227168,0.009807,0.0,0.052529,221.6576042,23553551.0,0.0007083567138124,0.0007394961,0.0089655761399999,0.00600024,0.0164136689538124,0.0006729388790885,0.0007394961,0.0,0.00565904,0.0070714749790885,0.0059439020468718285,1.1315444692935201,5220823685.062514,0.43082841496239693
Afghanistan,2005,1.42,1.889507,0.106256,1.44728,0.32976,0.006211,0.0,0.077403,255.05512,24411191.0,0.0006875225316094,0.0007394961,0.01331127206,0.00625767,0.0209959606916094,0.0006531464059673,0.0007394961,0.0,0.00589941,0.0072920525059673,0.005817004176486104,0.7515187824125552,6226199249.847919,0.3473073994123745
Afghanistan,2006,1.47,2.159318,0.160944,1.656993,0.329204,0.012177,0.0,0.084869,274.0004865,25442944.0,0.0007291907070123,0.0007394961,0.0171672044699999,0.007792387,0.0264282782770123,0.0006927311726569,0.0007394961,0.0,0.006318403,0.0077506302726569,0.005777633280173867,0.6807705025383015,6971379033.992256,0.29327034441734745
Afghanistan,2007,1.5,2.799909,0.747456,1.733072,0.307776,0.011605,0.0,0.108091,375.0781281,25903301.0,0.0050626665846804,0.0014789922,0.01824191055,0.00947114,0.0342547093346804,0.0048095332623559,0.0014789922,0.0,0.007393232,0.0136817574623559,0.005790767748095118,0.535731696994438,9715761650.690859,0.39941245242166207
Afghanistan,2008,1.57,4.254477,1.078145,2.864051,0.29704,0.015242,0.0,0.160989,387.8491743,26427199.0,0.0072294045235144,0.00184874025,0.04154154754,0.00790679054,0.0585264828535145,0.0068679343072055,0.00184874025,0.0,0.00534096654,0.0140576410972055,0.005940849047225929,0.36902303150304966,10249767311.211786,0.24019282232267852
Afghanistan,2009,1.64,6.391888,1.5141,4.593624,0.271291,0.012872,0.0,0.233406,443.8451505,27385307.0,0.0104170094521657,0.00110924415,0.0723069448999998,0.011515596,0.0953487945021656,0.0098961589937747,0.00110924415,0.0,0.007574736,0.0185801391437747,0.005988612798826757,0.25657520907750575,12154835706.903704,0.19486496122772376
Afghanistan,2010,1.75,8.364803,2.246032,5.833088,0.271136,0.014547,0.0,0.296733,554.5952002,28189672.0,0.0151046637812415,0.00524668025871,0.0854938378099999,0.0126933468,0.1185385286499515,0.0143494306127945,0.00524668025871,0.0,0.0073296828,0.0269257936715045,0.006207947364552522,0.20920994792106878,15633856786.412334,0.22714803345515897
Afghanistan,2011,1.77,11.838316,4.180624,7.335328,0.307776,0.014588,0.0,0.40474,621.9123109,29249157.0,0.0308343099358804,0.00596768283126,0.1108015226199999,0.0134472868,0.1610508021871403,0.0292925944811694,0.00596768283126,0.0,0.0057839348,0.0410442121124294,0.006051456457360464,0.1495145086513994,18190410821.74691,0.25485257791349725
Afghanistan,2012,1.79,10.035314,3.125392,6.573216,0.307776,0.02893,0.0,0.329389,663.1410528,30466479.0,0.0258341515678998,0.00592701089127,0.09834542611,0.01750106,0.1476076485691699,0.0245424440247636,0.00592701089127,0.0,0.007022808,0.0374922629160336,0.005875309713341013,0.17837010381538634,20203572959.16909,0.2539994592384857
Afghanistan,2013,1.85,9.25051,3.326912,5.591264,0.296784,0.03555,0.0,0.293283,651.9878619,31541209.0,0.0280633888402912,0.00571255884405,0.0699501605999998,0.020778165,0.124504273284341,0.0266602194365778,0.00571255884405,0.0,0.008443785,0.0408165632806278,0.005865342701353015,0.19998897358091608,20564485417.651035,0.32783262938623436
Afghanistan,2014,1.82,9.170309,3.705783,5.164638,0.271244,0.028644,0.0,0.280299,628.1468039,32716210.0,0.0316135012815574,0.00524668025871,0.0552850495899999,0.02216852,0.1143137511302674,0.030032826260626,0.00524668025871,0.0,0.00951,0.044789506519336,0.005562991556784848,0.19846659474615305,20550582747.22122,0.39181206177282785
Afghanistan,2015,2.03,9.791093,2.843264,6.624512,0.282128,0.041189,0.0,0.290076,592.4765375,33753499.0,0.0284384007178897,0.00540567056958,0.069916271,0.022529794,0.1262901362874697,0.0270164807208083,0.00540567056958,0.0,0.009635846,0.0420579972903883,0.006014191299100575,0.20733129590332763,19998156216.029713,0.33302677886619103
Afghanistan,2016,1.99,9.067598,2.878736,5.794097,0.318639,0.076126,0.0,0.261795,520.252064,34636207.0,0.0353761204534628,0.00611188334577,0.0515175345,0.024570116,0.1175756542992328,0.0336073144790714,0.00611188334577,0.0,0.00978592,0.0495051178248414,0.005745432806773559,0.21946275077479174,18019558180.88125,0.4210490523731189
Afghanistan,2017,2.1,9.867969,3.447824,6.074912,0.300448,0.044785,0.0,0.276852,530.1498308,35643418.0,0.045647279101023,0.00611188334577,0.0474256186979638,0.025756476,0.1249412571447569,0.0433649152082718,0.00611188334577,0.0,0.010023744,0.0595005425540418,0.005891690858603965,0.2128097483889542,18896352021.833675,0.47622814043806594
Afghanistan,2018,2.16,10.818048,3.8472,6.620848,0.29312,0.05688,0.0,0.294876,502.0567706,36686784.0,0.0509391133738025,0.0059983377871362,0.0605380763,0.025797592,0.1432731194609387,0.0483921577746347,0.0059983377871362,0.0,0.00878536,0.0631758555617709,0.005887678789179232,0.19966633536845096,18418848298.73975,0.44094702341561604
Afghanistan,2019,1.99,11.081621,3.954767,6.842956,0.245569,0.038329,0.0,0.293401,500.5226641,37769499.0,0.0445639114546272,0.0050390735848853,0.0485501723,0.024595264,0.1227484213395125,0.0423357159427172,0.0050390735848853,0.0,0.00783552,0.0552103095276025,0.005268801685720003,0.17957661609253736,18904490261.202286,0.449784273598885
Albania,1990,1.01,5.520602,2.498848,2.172752,0.465328,0.383674,0.0,1.675415,617.2304355,3286542.0,0.0323729108406639,0.0094251533742331,0.0430141623,0.0300331,0.114845326514897,0.0193210896908255,0.0094251533742331,0.0690386308439583,0.02933364,0.127118513909017,0.03073138879710042,0.18295106222111285,2028553749.949041,1.1068671034909547
Albania,1991,1.16,4.290226,1.480256,2.227712,0.2748,0.307458,0.0,1.299249,336.5869945,3266790.0,0.0184218879139819,0.00522,0.038544189581,0.034137612,0.0963236894949819,0.0101410065156578,0.00522,0.0437244662011736,0.036348588,0.0954340607168314,0.035508863440870085,0.27038202649464155,1099559027.762655,0.9907641745990549
Albania,1992,1.33,2.517116,0.799927,1.416384,0.198147,0.102659,0.0,0.761899,200.8522198,3247039.0,0.0052350048674968,0.003760488,0.0437916634908,0.031404082,0.0841912383582968,0.003414543132227,0.003760488,0.0253835185185183,0.032959954,0.0655185036507454,0.040960394993715815,0.5283824821740436,652174990.9271722,0.7782104756781825
Albania,1993,1.53,2.337999,0.599947,1.477918,0.157303,0.102831,0.0,0.708332,367.2792251,3227287.0,0.0034656700514717,0.001105596,0.035639667771,0.033622521,0.0738334548224717,0.0019964815035425,0.001105596,0.0259124994434323,0.033823829,0.0628384059469749,0.047408241039610055,0.6544057546645657,1185315468.5353038,0.8510831045095512
Albania,1994,1.77,1.923806,0.168544,1.604832,0.098928,0.051502,0.0,0.584034,586.4163396,3207536.0,0.0028128736579541,0.00110664,0.0277422550795,0.038516452,0.0701782207374541,0.0015766606266294,0.00110664,0.0253141646427847,0.038509628,0.0665070932694141,0.05518254510627472,0.9200511901927741,1880951520.2552257,0.9476885074961624
Albania,1995,2.0,2.089065,0.161216,1.773376,0.051296,0.103177,0.0,0.636064,750.6044492,3187784.0,0.0021198445222813,0.00110664,0.031145343055,0.043177856,0.0775496835772813,0.0007463482256233,0.00110664,0.0230128769479861,0.042918544,0.0677844091736095,0.0627395080720651,0.9573660944010837,2392764853.4885726,0.8740771857058538
Albania,1996,2.21,2.017508,0.113584,1.755056,0.043968,0.1049,0.0,0.616724,1009.977275,3168033.0,0.0016644755738027,0.0011060658,0.0245687854872,0.0580033,0.0853426268610027,0.001054216868693,0.0011060658,0.0219221296296295,0.05861746,0.0826998722983225,0.06975937434995153,1.0954107740836716,3199641336.4500747,0.9690335924744331
Albania,1997,2.35,1.543009,0.043968,1.41064,0.03664,0.051761,0.0,0.474229,717.3800477,3148281.0,0.0012322476809671,0.0007373772,0.025573470814,0.050403578,0.0779466736949671,0.0003638447599914,0.0007373772,0.0210930355697226,0.050840314,0.073034571529714,0.07464390885057592,1.522998245635638,2258513973.9530034,0.9369812471475576
Albania,1998,2.79,1.754709,0.054845,1.623405,0.032907,0.043552,0.0,0.542888,813.7893966,3128530.0,0.0007539568362326,0.0011060658,0.0310095605,0.050972932,0.0838425151362326,0.0004571382881943,0.0011060658,0.0144981124772312,0.049679784,0.0657411005654255,0.08917926310439726,1.5900072319683776,2545964540.9449983,0.784102199923335
Albania,1999,2.37,2.986196,0.110056,2.791742,0.029348,0.05505,0.0,0.930784,1033.242532,3108778.0,0.0009034454378286,0.0007373772,0.01910170973376,0.054713702,0.0754562343715886,0.0004571382881943,0.0007373772,0.0128304670107265,0.053492206,0.0675171884989208,0.07623574279025393,0.7936518567434958,3212121652.145896,0.8947860844264834
Albania,2000,1.85,3.024926,0.069531,2.839801,0.021957,0.093637,0.0,0.95063,1126.68334,3089027.0,0.0010978101092191,0.0011060658,0.045761196031372,0.050072284,0.0980373559405912,0.0002798805846087,0.0011060658,0.0130517437037036,0.046394148,0.0608318380883124,0.05988940854191303,0.6115852090266011,3480355257.7101803,0.6204965189511573
Albania,2001,1.54,3.220656,0.080608,3.125392,0.014656,0.0,0.0,1.021259,1281.659826,3060173.0,0.0012482907293259,0.0011060658,0.0483009871752479,0.042267999,0.0929233427045739,0.0001959164092261,0.0011060658,0.0136972643594413,0.036361827,0.0513610735686674,0.05032395227328651,0.4781634548986294,3922100794.709898,0.5527252041713226
Albania,2002,1.21,3.748272,0.084272,3.638352,0.025648,0.0,0.0,1.200003,1425.124219,3051010.0,0.0009488268187999,0.0011060658,0.0559145662199759,0.042680025,0.1006494838387759,0.0001399402923043,0.0011060658,0.0146384910266139,0.035371521,0.0512560181189183,0.039658998167819835,0.32281542001220825,4348068243.41119,0.5092526674157823
Albania,2003,0.92,4.303499,0.084272,3.891168,0.025648,0.302411,0.0,1.391371,1846.120121,3039616.0,0.0009487671567268,0.0011060658,0.0565325341278318,0.054935017,0.1135223840845587,0.0005411024635769,0.0011060658,0.0154577494459622,0.051809625,0.0689145427095392,0.03026698109234851,0.21377953149286197,5611496257.713535,0.6070568660556606
Albania,2004,0.71,4.176684,0.084272,3.759264,0.032976,0.300172,0.0,1.363761,2373.581292,3026939.0,0.0009029321443912,0.0011060658,0.06325198639085,0.0558241,0.1210850843352413,0.0005411024635769,0.0011060658,0.0154447172222221,0.054196576,0.0712884614857991,0.023456039252855772,0.16999131368329518,7184685782.425187,0.5887468458825766
Albania,2005,0.52,4.261413,0.073216,3.90974,0.021965,0.256492,0.0,1.405185,2673.786584,3011487.0,0.0008190919058261,0.0011060658,0.0630958498362639,0.054450533,0.1194715405420901,0.0004198208769131,0.0011060658,0.0161090138635902,0.053184681,0.0708195815405034,0.017267217158832164,0.12202525312613445,8052073538.490408,0.5927736531994705
Albania,2006,0.45,3.910715,0.07321,3.539714,0.021963,0.275828,0.0,1.302102,2972.742924,2992547.0,0.0016219843773081,0.0011060658,0.058567702723476,0.051193701,0.1124894539007842,0.0004198208769131,0.0011060658,0.0178176411657558,0.049108969,0.0684524968426689,0.015037357809250782,0.11506847213361239,8896072918.987429,0.6085236835005357
Albania,2007,0.45,3.94897,0.07321,3.374978,0.032944,0.467837,0.0,1.326901,3595.038057,2970017.0,0.0023592009372752,0.0003644508,0.057138345921296,0.036963096,0.0968250936585712,0.0004198208769131,0.0003651571,0.0147723755312688,0.02727984,0.042837193508182,0.015151428426167258,0.11395376515901615,10677324144.93697,0.4424183018013528
Albania,2008,0.41,4.397043,0.102592,3.795904,0.014656,0.483891,0.0,1.48967,4370.539925,2947314.0,0.0028584823933986,0.00106474725,0.0564756403754179,0.045345994,0.1057448640188165,0.0005690905220378,0.00107110395,0.0138455555555554,0.037041186,0.0525269360275933,0.013910971141860013,0.09324448271258662,12881353508.51145,0.49673273983544514
Albania,2009,0.36,4.406552,0.388384,3.414848,0.01832,0.585,0.0,1.503665,4114.134899,2927519.0,0.003923002211637,0.00106474725,0.0544456163195719,0.055804696,0.115238061781209,9.329352820292374e-05,0.00107110395,0.0122630262092693,0.05076176,0.0641891836874722,0.01229710208541772,0.08169652826064461,12044208085.38558,0.5570137391701518
Albania,2010,0.37,4.783865,0.428688,3.491792,0.025648,0.837737,0.0,1.642022,4094.348386,2913021.0,0.0035249441657845,0.0003503248,0.052663620877062,0.06650513348,0.1230440233228466,9.329352820292374e-05,0.00035279685,0.0249547854685285,0.07309029348,0.0984911693267314,0.01270159054809423,0.07734331967979866,11926922829.734106,0.800454720732817
Albania,2011,0.36,5.314676,0.534944,3.77392,0.029312,0.9765,0.0,1.832234,4437.142612,2905195.0,0.0033113416915863,0.0003503248,0.052162300269616,0.05160951968,0.1074334864412024,4.664676410146187e-05,0.00035279685,0.0357046362072453,0.03975281968,0.0758568995013467,0.012391595056441993,0.06773696082319976,12890764530.669338,0.7060824517024555
Albania,2012,0.34,4.85006,0.626544,3.154704,0.029312,1.0395,0.0,1.676949,4247.630047,2900401.0,0.0029688882665851,0.00059555216,0.0460206994915379,0.0555427934,0.1051279333181231,6.530546974204662e-05,0.000599754645,0.0388507802064357,0.0445220334,0.0840378737211778,0.011722516989892089,0.07010222553947787,12319830435.948847,0.7993867192925254
Albania,2013,0.33,5.287466,0.795088,3.330576,0.032976,1.1286,0.000226,1.831465,4413.062005,2895092.0,0.0026425201614911,0.00066561712,0.0549555025729279,0.07366747781,0.1319311176644191,8.396417538263138e-05,0.000670314015,0.0391408055049583,0.06574140181,0.1056364855053409,0.011398601495220187,0.062411748841505556,12776220506.179459,0.8006942363214007
Albania,2014,0.31,5.999658,1.028913,3.855679,0.058586,1.0449,0.011581,2.080252,4578.633208,2889104.0,0.0033396836138925,0.00112103936,0.056805568266808,0.0549501016,0.1162163928407006,0.0001553337117626,0.00112894992,0.0471921599878564,0.0444854976,0.0929619412196191,0.010729970260675974,0.05166961183454123,13228147515.765633,0.799903859923129
Albania,2015,0.3,4.712137,0.322432,3.337904,0.062288,0.954113,0.0354,1.634751,3952.802538,2880703.0,0.0028222553370705,0.0012261368,0.053080053348372,0.05916885695,0.1162973024354425,0.0002267032481427,0.001234788975,0.0463977428658163,0.05439546895,0.1022547040389591,0.010414124607778031,0.06366538154557051,11386850129.624214,0.8792525870986685
Albania,2016,0.29,4.631977,0.190528,3.359888,0.161216,0.88047,0.039875,1.607732,4124.05539,2876101.0,0.0021994198377355,0.001576448208,0.05483,0.07100151456,0.1296073826057356,0.000130610939484,0.0015875723385,0.0524945790325842,0.07114345376,0.1253562160705683,0.01008309513469798,0.06260825561094106,11861199831.234392,0.9671996575372616
Albania,2017,0.28,5.564149,0.274609,4.078863,0.168427,1.011492,0.030757,1.932429,4531.019374,2873457.0,0.0021752371642804,0.00175160912,0.0701991155451819,0.05122712975,0.1253530915794624,0.0001294802219222,0.001763969265,0.0391218908115764,0.04128114975,0.0822964900484986,0.009744360190530084,0.05032216067542405,13019689337.355919,0.6565174341657951
Albania,2018,0.26,4.984045,0.472656,3.330576,0.150224,1.016733,0.013856,1.732368,5287.663694,2866376.0,0.0021807442857157,0.001503678245536,0.06453125315,0.07396936992,0.1421850456012517,0.0001066558074566,0.001514288878317,0.0368206031167777,0.07708793792,0.1155294857225514,0.009070687167349992,0.05216646318402021,15156432308.552944,0.8125290900601881
Albania,2019,0.25,4.947485,0.322432,3.440496,0.131904,1.048179,0.004474,1.721533,5396.215864,2854191.0,0.0024943557431554,0.001473170649536,0.0524847363,0.05429597824,0.1107482409326914,8.89843001352307e-05,0.001483566006942,0.041423178506375,0.04608656976,0.0890822985734522,0.008759049411899904,0.05053072419623303,15401830753.086023,0.8043676163451938
Algeria,1990,0.32,76.737628,2.942192,23.204112,38.908016,2.988636,8.694672,3.007187,2431.553531,25518074.0,0.0335720550709001,0.80358,0.379428085,0.0010945730394454,1.2176747131103456,0.0002720471150043,2.10866,2.642999806588912,0.001393868,4.753325721703916,0.0012540131359443508,0.004170053314652884,62048562939.019295,3.9036087967716306
Algeria,1991,0.32,78.806834,2.689376,26.065696,38.428032,2.969362,8.654368,3.015502,1749.28372,26133905.0,0.0310622244541521,0.9145,0.407682005,0.0007779558188997,1.3540221852730518,0.0003163339320722,2.28094,2.6318561352459104,0.00302644,4.916138909177983,0.0012244630107900063,0.004060561549776255,45715614556.526596,3.6307668830304984
Algeria,1992,0.32,79.883305,2.377936,28.678128,31.93176,2.997929,13.897552,2.986481,1794.621453,26748303.0,0.0287937298929441,0.8614,0.41277114,-0.0011473167270875,1.301817553165857,0.0003796007644024,2.32528086,2.7033381959016487,0.002037374,5.031036030666051,0.0011963375770044178,0.004005843273510028,48003078395.14426,3.864624515494666
Algeria,1993,0.33,81.94397,1.9236,27.99296,36.097728,2.988434,12.941248,2.995649,1825.875644,27354327.0,0.0226099520344218,0.77300974,0.40205261,-0.0004821122730748,1.197190189761347,0.0005061344290627,2.24443788,2.635683222887777,0.003597841,4.88422507831684,0.0012063904917127006,0.0040271419605371825,49945599427.311584,4.079740312013818
Algeria,1994,0.35,86.147476,2.286238,30.450203,37.385859,2.820683,13.204492,3.083633,1522.825246,27937006.0,0.0230486401245533,0.8146838,0.397562745,-0.0021419113031838,1.2331532738213695,0.0005820538013757,2.1319296,2.601442441204296,0.001691824,4.735645919005672,0.001252818573328867,0.004062800400559617,42543178034.453476,3.84027356496453
Algeria,1995,0.38,94.981417,1.934592,27.080624,47.221632,3.165241,15.579328,3.335253,1466.545511,28478022.0,0.0137598944373908,0.8755246,0.3990229275,0.0010334336372573,1.2893408555746482,0.0005567478030954,2.421124,2.6244898724779406,0.001969592,5.048140212281036,0.0013343623373842468,0.004000782595189121,41764315326.25924,3.9152875598835526
Algeria,1996,0.36,96.786277,1.406976,27.40672,50.566864,3.006197,14.39952,3.339227,1619.533389,28984634.0,0.0143346356923723,0.8588841079,0.3886047456,0.0018444045217437,1.263667893714116,0.0003036807033533,2.47277431065,2.7738425887452807,0.00138556,5.2483061400986335,0.0012420374188613181,0.0037195355701097996,46941582530.944626,4.153232163454788
Algeria,1997,0.52,87.004706,1.381328,30.019152,39.006944,3.271314,13.325968,2.95171,1634.46741,29476031.0,0.0154557859741826,0.8023681008,0.384324268,0.0015847248391288,1.2037328796133115,0.0002783735571797,2.7422203445,2.8488669936948394,0.000755762,5.592121473752019,0.001764145247370652,0.0059766882035093595,48177612045.64971,4.645649851774787
Algeria,1998,0.47,106.62101,2.110464,33.089584,54.641232,3.446434,13.333296,3.562981,1610.301826,29924668.0,0.0174031988783887,0.82983010425,0.400556475,0.0030095703515327,1.2507993484799216,0.0001391870081685,2.93525036875,2.8111308448928214,0.002171961,5.74869236165099,0.0015706105745266748,0.004408136820313369,48187747522.843765,4.596014835342929
Algeria,1999,0.39,91.668212,2.172665,22.188293,50.920227,3.435307,12.95172,3.020759,1602.864313,30346083.0,0.0173947383503329,0.84813810655,0.378129342,0.0024342378639366,1.2460964247642696,2.2776224935511447e-05,3.24091440715,2.776454243852468,0.002055426,6.019446853227404,0.0012851741030300353,0.0042544737318537425,48640653480.03598,4.8306429049952
Algeria,2000,0.39,82.22101,1.96024,26.827808,38.534288,3.789426,11.109248,2.671715,1780.375874,30774621.0,0.0161948287457195,0.8182881028,0.4381881000679939,0.0014698779027129,1.2741409095164264,0.0,3.3129524162,2.877078152648181,0.000540653,6.190571221848181,0.0012672779950726283,0.004743313175063162,54790392759.89375,4.858623701359439
Algeria,2001,0.4,83.780203,2.095808,28.458288,41.029472,3.765771,8.430864,2.685178,1754.582838,31200985.0,0.0150338060891227,0.8135121022,0.4441340494904361,0.0028988838958228,1.2755788416753815,0.0,3.1410163946,3.028438197509468,0.000702644,6.170157236109468,0.0012820108083126222,0.004774397598439813,54744712809.695435,4.837142977383826
Algeria,2002,0.4,89.406933,2.608768,29.4952,44.653168,4.057717,8.59208,2.827124,1794.811114,31624696.0,0.0086720378821919,0.81231810205,0.4835957249864058,0.0028686984879466,1.3074545634065444,0.0,3.15415039625,3.2358388841425074,0.000569688,6.390558968392507,0.0012648342927944667,0.0044739259761879995,56760355857.67135,4.887786656036478
Algeria,2003,0.39,91.048404,2.788304,31.942752,44.026624,4.032068,8.258656,2.840302,2117.047545,32055883.0,0.0101635836584128,0.8166961026,0.4918234071532441,0.0044382859449399,1.3231213793565968,0.0,3.2118604035,3.5745280029949678,0.00265275,6.789041156494967,0.0012166253539170953,0.004283435874394899,67863828407.95723,5.1310796291390295
Algeria,2004,0.37,87.853359,1.9236,32.818448,41.209008,4.896735,7.005568,2.702333,2624.795232,32510186.0,0.0104888121110003,0.7673440964,0.5134050221353977,0.0041719680168915,1.2954098986632896,0.0,3.18997040075,3.708672650504426,0.002483968,6.901127019254425,0.0011381048388957233,0.004211563498670552,85332581204.23315,5.327369372717913
Algeria,2005,0.36,106.472836,2.36328,31.0524,61.210784,5.66154,6.184832,3.23069,3131.328532,32956690.0,0.010358057343138,0.953807119825,0.5180272030310763,0.0082738290085124,1.4904662092077268,0.0,3.551553446175,3.922666514344275,0.005489451,7.479709411519275,0.001092342707960053,0.003381144088244254,103198223717.27908,5.01836899442034
Algeria,2006,0.35,100.202857,2.700368,35.233024,49.306448,6.540025,6.422992,2.996938,3500.135413,33435080.0,0.0068578448028484,1.018880128,0.528632034194927,0.005318928023765,1.5596889350215406,0.0,3.470560436,3.945630620428764,0.002142504,7.418333560428764,0.0010468047332322817,0.0034929143786788432,117027307544.48804,4.756290433211486
Algeria,2007,0.33,108.401946,3.011808,38.321776,51.07616,7.000746,8.991456,3.18981,3971.803488,33983827.0,0.0070119255942482,0.99225735021,0.54412093554,0.0063560246413133,1.5497462359855616,0.0,3.18139676631,3.946003438366974,0.002214016,7.129614220676974,0.0009710501409979519,0.00304422579277313,134977082614.18858,4.600504298784693
Algeria,2008,0.33,109.031978,3.008246,37.363073,51.550561,7.583376,9.526722,3.153985,4946.564017,34569592.0,0.0071719145526483,1.03793786775,0.6254781938606531,0.006832137997518,1.6774201141608194,0.0,3.24432936765,3.9313145192307823,0.00275912,7.178403006880783,0.0009545961664806458,0.003026634993267755,171000699869.57104,4.279430624612487
Algeria,2009,0.32,120.184849,1.59384,44.891328,54.894048,8.220337,10.585296,3.414727,3898.4797,35196037.0,0.0045679124073596,1.07848026468,0.6918022624736029,0.0092749424263972,1.7841253819873597,0.0,3.12573283953,3.816078694829773,0.00295728,6.944768814359772,0.0009091932708219394,0.0026625652289998716,137211035764.9489,3.8925340586903747
